Id,SalePrice
1461,120097.11639607105
1462,158648.03372546524
1463,181795.09078796345
1464,195654.80434760026
1465,194335.51039882572
1466,171644.42229684826
1467,177367.12225053864
1468,164123.07158055258
1469,186623.32209056345
1470,126162.72773978453
1471,183991.27652114182
1472,97224.84062822923
1473,96225.75040481875
1474,144780.96413139493
1475,110288.1633390079
1476,367945.3839824652
1477,252723.35626604964
1478,283544.6149312927
1479,283378.24681606045
1480,491793.0852007635
1481,336588.99694879266
1482,213642.3417195198
1483,179485.82848623896
1484,162472.68523435062
1485,184315.44236907075
1486,195258.0461223011
1487,339396.16589133634
1488,234167.9567518221
1489,194549.5937405941
1490,240034.83316078412
1491,190016.08458434028
1492,90938.51347393087
1493,178183.10402826502
1494,292370.6980927214
1495,290435.7248661639
1496,231595.13752476632
1497,181020.38083272483
1498,166304.3080109493
1499,160102.58924056758
1500,158031.30155537635
1501,179294.42925407737
1502,143287.99072072265
1503,282128.73559465975
1504,243933.91918628567
1505,228029.2889866362
1506,193133.2844726596
1507,251731.54270539345
1508,199124.72086178645
1509,162185.70632663526
1510,144799.43339401562
1511,151894.6558716696
1512,175156.66043303025
1513,145435.22677109358
1514,152586.48029150575
1515,192490.76679670662
1516,150520.62132326287
1517,169021.1502305926
1518,129580.64763381236
1519,213911.95718614582
1520,131936.01969234596
1521,133609.24352045893
1522,174445.61295699741
1523,113583.51185576769
1524,128063.84943286113
1525,121463.93693139084
1526,111185.55328516655
1527,107529.54560576432
1528,139716.67054154922
1529,152635.3580598826
1530,182487.064256481
1531,106721.68598271244
1532,93340.35515590687
1533,147033.72070416223
1534,122018.03112976396
1535,154104.92960813065
1536,105223.85378894645
1537,61241.40464722179
1538,151339.1092603763
1539,200300.2673701753
1540,92010.7992652994
1541,142763.5382690276
1542,140563.4753068925
1543,198617.9140702373
1544,84781.78621482021
1545,112617.66817681177
1546,130769.8097307781
1547,131122.3495407157
1548,136003.3512764471
1549,118444.07902181816
1550,130791.19111318981
1551,106735.60154395754
1552,137520.83947771564
1553,149628.64337536437
1554,118803.96603989185
1555,166860.10703279712
1556,84454.46257745616
1557,103533.54777790158
1558,98150.20102230912
1559,71558.81061621623
1560,126381.64517364246
1561,127475.99434314546
1562,126277.44395631283
1563,120606.74174774843
1564,158868.75596560247
1565,140508.2653483185
1566,242485.809328942
1567,76478.63679638534
1568,235249.09003032534
1569,133419.20305343
1570,139992.3843080486
1571,121951.50101694818
1572,144321.6354477963
1573,246010.0361367912
1574,121932.86265493503
1575,226452.0825782804
1576,239007.1841017158
1577,178333.77174554134
1578,140515.05927463595
1579,149732.73595881654
1580,192244.41461627648
1581,154428.8365849375
1582,125048.69085643723
1583,296777.00469147577
1584,219349.4877066585
1585,139613.9010867003
1586,68991.1061281831
1587,102907.59292705341
1588,157940.70210371556
1589,94171.54459375025
1590,135231.4561896991
1591,96194.63687959594
1592,115515.23292208754
1593,122167.4063883107
1594,126954.49768985325
1595,109090.8781970175
1596,226966.0613252191
1597,192764.9724093562
1598,222531.70233700806
1599,165374.09083896218
1600,156435.3650286863
1601,64434.91062908161
1602,113510.99524515153
1603,77838.5665702456
1604,269287.23806227226
1605,239384.48906366937
1606,169339.0561616513
1607,171258.56217639896
1608,213421.45939335966
1609,180808.4416721389
1610,156072.26454856896
1611,138297.80723921946
1612,169307.63120924358
1613,164194.8269158852
1614,124527.77650807885
1615,92526.93340494538
1616,79759.0025889067
1617,91770.32473129455
1618,125100.39392186889
1619,139732.5113178493
1620,157384.70976627473
1621,137871.58816774463
1622,140223.10039697765
1623,261849.82588274387
1624,210230.70046006417
1625,116262.56070972538
1626,164666.9293351235
1627,192440.36161481135
1628,277274.8737058946
1629,179878.28204161994
1630,361881.2442320084
1631,228563.17667079592
1632,242521.75623498883
1633,167915.62649744708
1634,187195.5427598497
1635,173723.65213794427
1636,151196.54807001338
1637,201853.60430321348
1638,183093.58556581897
1639,180502.41516281027
1640,257354.19309209703
1641,179003.21986723028
1642,240471.3311244128
1643,220896.55733064743
1644,235428.22637798433
1645,201872.22687444027
1646,159219.72490659743
1647,155606.56242567638
1648,130415.3953566786
1649,141792.45125205987
1650,113978.14677576866
1651,120795.20571649632
1652,98314.2657969992
1653,100979.78252988574
1654,141063.8800000005
1655,133469.78311460538
1656,138687.36548972566
1657,145254.58853183006
1658,140488.53658636325
1659,115618.32995935934
1660,150427.02978237442
1661,451678.0763217822
1662,421232.07268559065
1663,383038.57321690733
1664,514722.817501311
1665,301253.5600919809
1666,333393.48952918657
1667,399393.4250752411
1668,337928.9192516402
1669,299848.64389482467
1670,340848.92846427753
1671,269873.9116643208
1672,436122.714224933
1673,300861.93949442194
1674,246917.5626164825
1675,199286.5244040694
1676,198922.62455527583
1677,225721.70095647092
1678,471953.50311089715
1679,398109.9791319611
1680,339078.84242048906
1681,242489.9578260819
1682,314186.5060369059
1683,187378.29481416085
1684,175081.10660188785
1685,171110.87392371346
1686,166348.39641562095
1687,167889.34429196376
1688,188163.33036817002
1689,194123.07225786024
1690,193773.1809853363
1691,183043.49096532477
1692,256408.712420616
1693,170039.57312517235
1694,184120.1953995382
1695,162155.7226532262
1696,269535.40294617234
1697,171446.62009753645
1698,355206.5714107453
1699,311816.62370846444
1700,256582.1545516311
1701,274595.7933652317
1702,249698.803344456
1703,245445.60215694882
1704,284061.7112423585
1705,239384.86845077542
1706,453854.9487959583
1707,212268.44525408186
1708,204356.42197491057
1709,263724.36419319734
1710,219908.65395155302
1711,266227.4101221887
1712,256385.0492555928
1713,272408.26774886745
1714,226776.63560354136
1715,207001.15221364776
1716,182595.51288210019
1717,174122.64734196506
1718,133212.29747566584
1719,208208.47463756226
1720,231694.78949467128
1721,164538.48365892598
1722,127428.11927123589
1723,158710.40945627022
1724,196771.44976474118
1725,234229.09474744528
1726,186459.80104172783
1727,150939.97841253533
1728,176871.14893459203
1729,163507.9682509481
1730,153423.81822703982
1731,117188.26231430762
1732,126924.45172350523
1733,112125.53800696178
1734,120514.29198463634
1735,127780.840462307
1736,107712.48030842509
1737,299924.1507762964
1738,252150.03356362815
1739,256291.8397183109
1740,220198.7834510026
1741,188757.902227281
1742,174911.7417171613
1743,176973.25637280944
1744,319802.2620949939
1745,215699.09373455285
1746,183154.08659003736
1747,215836.66179549432
1748,230435.86322403306
1749,144834.18214009455
1750,124935.92704291607
1751,242108.15945244182
1752,118789.08650863735
1753,149661.68334861883
1754,193617.40335186213
1755,167230.22948267558
1756,128033.19950950301
1757,119871.36204042353
1758,150904.81176685033
1759,163633.58878018692
1760,162597.4240128917
1761,142890.9450923129
1762,179275.45608452236
1763,180607.06206402634
1764,116226.74247502134
1765,171052.7677933793
1766,187607.7057715821
1767,218957.09078683908
1768,144845.45051444435
1769,168427.49183357495
1770,152099.696912606
1771,117088.4254986377
1772,133300.56648144248
1773,127077.8541179062
1774,141601.63836288554
1775,142545.01912793226
1776,128829.5881536886
1777,108918.83031047918
1778,140734.3075758133
1779,117961.23478087022
1780,176678.62001338182
1781,128203.67941707622
1782,85014.38476156807
1783,142980.6781661718
1784,110308.18637573984
1785,121825.05497573146
1786,127591.78706640424
1787,162766.77975410662
1788,59036.73685410049
1789,96869.95955654573
1790,76900.3514321243
1791,180309.98668102743
1792,160865.9462961123
1793,127681.97883528109
1794,155031.75550802573
1795,140020.22232349066
1796,125128.31016966478
1797,110297.3905617552
1798,120600.97839024769
1799,111250.39366673895
1800,129833.882525932
1801,132494.5490587886
1802,131214.52402755208
1803,146218.1083771852
1804,140316.77272658577
1805,137711.2090398731
1806,126671.92311645704
1807,130334.40462279135
1808,122256.20095939125
1809,122978.55841443398
1810,137975.7267569753
1811,92050.3395541003
1812,97428.3574772893
1813,125454.78159779237
1814,92418.377127899
1815,55330.27291544655
1816,99026.3850791848
1817,107889.75525579884
1818,151553.52277521967
1819,127986.23860945829
1820,58185.20058327165
1821,109575.90578616796
1822,147417.05656328506
1823,46517.333877790334
1824,123604.97954388158
1825,137734.89371646912
1826,106865.48246327497
1827,99925.31564117875
1828,134327.00603553202
1829,114085.90691113274
1830,146053.56720123603
1831,145733.76473841575
1832,68897.27742457287
1833,137134.73048311906
1834,119849.62688517301
1835,124656.98877610153
1836,124706.8667238809
1837,85621.28120631402
1838,129401.20485980989
1839,99902.47959288648
1840,149731.18789568183
1841,139770.10986108033
1842,88390.89977228713
1843,125275.22237019835
1844,137194.03884344437
1845,140099.29121020818
1846,152003.84050971438
1847,171764.53396904375
1848,53812.92760542529
1849,109174.47593500672
1850,117521.30740742819
1851,158568.0162348344
